courseId, courseName, courseDepartment, creditHours, description
ACCY570,Data Analytics Foundations for Accountancy,Accountancy,2 or 4 hours.,Concepts and foundations underlying data analytics for accounting. Provides fundamental knowledge of how to acquire  organize  synthesize and analyze (possibly large) volumes of data to address questions and problems. After completing this course  students should (1) have a foundational understanding of the techniques underlying data analytics  (2) recognize scenarios and identify appropriate tools for various types of data analysis and (3) use Python and Tableau to perform data analysis. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate accounting program or consent of the department.
ACCY551,Corporate Income Taxation,Accountancy,4 hours.,Analyzes the tax treatment  problems  planning techniques  and underlying governmental policies involving corporations and their shareholders; coverage includes formations  operations  distributions  liquidations  reorganizations  and affiliations. 4 graduate hours. No professional credit. Prerequisite: ACCY 451  credit or concurrent enrollment in ACCY 556  or equivalent or consent of department.
ACCY301,Atg Measurement &amp; Disclosure,Accountancy,3 hours.,Introduction to measurement and reporting of organizational performance for strategic and operational purposes with a focus on a variety of financial and non-financial performance measures suitable for both internal and external decision-making. Projects  together with a series of practical workshops  facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent and recommend concurrent enrollment in ACCY 302 for Accountancy majors.
ACCY560,Information in Value Creation,Accountancy,1 TO 4 hours.,Introduction to the role of information in processes employed by organizations to create value in market settings  including concepts and theories from strategic management  economics of organization  and systems theory and the relevance of such theories to the concepts and practices of accounting and auditing. This course is for graduate accountancy students who did not earn a BSA at University of Illinois at Urbana-Champaign. 1 to 4 graduate hours. No professional credit. May be repeated in the same or separate terms to a maximum of 4 hours with consent of the department. Prerequisite: Enrollment in graduate accounting degree program and consent of department.
ACCY558,Taxation of Closely-Held Bus.,Accountancy,4 hours.,The course analyzes the taxation and planning opportunities associated with all types of closely-held business entities and their stakeholders  including the tax impact of operating as an S corporation  converting from a C corporation to an S corporation  distributions  redemptions  liquidations  and termination of entities  at risk limitations  compensation vs. dividends  and fringe benefits. It also covers tax-exempt organizations.
ACCY571,Statistical Analyses for Accountancy,Accountancy,2 or 4 hours.,Fundamental knowledge of how to perform statistical analyses useful for leveraging accounting information to solve business problems. After completing this course  students should (1) have a foundational understanding of the statistical analyses underlying data analytics  (2) recognize scenarios and identify appropriate statistical tools for various types of data analysis and (3) use common computer-based tools to perform statistical analyses. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate accounting program or consent of the department.
ACCY415,Auditing Stds and Practice,Accountancy,3 hours.,Framework for understanding and evaluating the professional auditing standards for assurance services. Model of financial reporting provides an overview of the types of information disseminated by companies to external users  and provides the basis for identifying professional standards areas for future standards' development. 3 undergraduate hours. No graduate credit. Credit is not given for both ACCY 415 and ACCY 515. Prerequisite: ACCY 304 or consent of department.
ACCY559,Tax Policy,Accountancy,2 hours.,A normative analysis of the structure and design of the tax system including the tenets of good tax policy; and the theoretical and empirical analysis of the impact of taxation on the economic system. 2 graduate hours. No professional credit.
ACCY505,Federal Taxation,Accountancy,2 OR 4 hours.,Introduction to historical and conceptual as well as applied material in the accounting area of federal taxation; emphasizes the provisions of the tax law relevant to accounting measurement methods. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Credit is not given for both ACCY 505 and ACCY 312. Prerequisite: Enrollment in graduate degree program or consent of department.
ACCY574,Risk Management and Innovation,Accountancy,4 hours.,Decision making and analytic approaches to help organizations navigate disruptive changes in practices  technology  regulation  and culture to serve stakeholders (customers  employees  investors  the public). Course content focuses on identifying and quantifying risks  and balancing between achieving consistent  measurable outcomes and delivering stakeholder-driven objectives. Cases and experiential learning will emphasize developing tools to translate data into insights  tie these insights into managing stakeholder interests  and communicating these insights to decision makers. 4 graduate hours. No professional credit. Prerequisite: Enrollment in MAS or MSA program.
ACCY553,Selected Topics in Fed Tax,Accountancy,2 TO 4 hours.,Seminar on federal tax topics of current interest in specialized areas; topics include international taxation  deferred compensation  problems of closely-held businesses  estate planning  taxation of trusts  and new developments. May be repeated with the consent of the department. Prerequisite: ACCY 451 or consent of department.
